0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.445562586600000532e-04,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,7.215211091100000394e-04,1.374056758674552848e-06,2.218138592316145952e-06
3.000000000000000000e+00,6.936899810099999512e-04,1.290286816172400837e-06,2.082188952705639321e-06
4.000000000000000000e+00,6.686959334300000357e-04,1.192665862976753790e-06,1.924637722535292638e-06
5.000000000000000000e+00,1.006687058099999948e-01,1.108269258129549155e-06,1.788444528024507475e-06
6.000000000000000000e+00,2.006687153499999987e-01,4.474070224580325821e-03,2.323901053681577157e-03
7.000000000000000000e+00,3.006687249900000247e-01,1.334218043526085203e-02,6.843535426765525245e-03
8.000000000000000000e+00,4.006687349199999915e-01,2.662574356747978918e-02,1.359740638832593329e-02
9.000000000000000000e+00,5.006687448800000162e-01,4.432606430858464924e-02,2.259076293379406672e-02
1.000000000000000000e+01,6.006687549900000533e-01,6.644348813522625574e-02,3.382530848118977390e-02
1.100000000000000000e+01,7.006686261300000274e-01,9.297815085863016249e-02,4.730178363533072555e-02
1.200000000000000000e+01,8.006686358600000331e-01,1.239301091123093668e-01,6.302056659430094188e-02
1.300000000000000000e+01,9.006686454800000297e-01,1.592994113800190736e-01,8.098187467937426054e-02
1.400000000000000000e+01,9.999999899000000525e-01,1.990860789454014790e-01,1.011858433154827069e-01
1.500000000000000000e+01,1.000000000000000000e+00,2.432488880241674145e-01,1.236206507433535995e-01
1.600000000000000000e+01,9.999999815300000261e-01,2.856521758538573263e-01,1.465227498856171984e-01
1.700000000000000000e+01,9.999995683800000368e-01,3.264952826913122275e-01,1.697772738115730928e-01
1.800000000000000000e+01,1.000000000000000000e+00,3.659316988719182873e-01,1.933017393065496192e-01
1.900000000000000000e+01,9.999999859699999494e-01,4.040843561815338214e-01,2.170340836567562492e-01
2.000000000000000000e+01,9.999999666900000195e-01,4.410544047389133304e-01,2.409259379377713950e-01
2.100000000000000000e+01,9.000261893700000071e-01,4.754142840669396408e-01,2.664217539516862687e-01
2.200000000000000000e+01,8.000261893900000310e-01,5.027355783031474123e-01,2.900053760140650083e-01
2.300000000000000000e+01,7.000261790599999756e-01,5.232374911039480159e-01,3.115684336718181346e-01
2.400000000000000000e+01,6.000261694699999815e-01,5.371196938160230916e-01,3.310152326737026973e-01
2.500000000000000000e+01,5.000261591900000413e-01,5.445668877214950854e-01,3.482582813475943451e-01
2.600000000000000000e+01,4.000261559600000183e-01,5.457534468306401987e-01,3.632154508037609975e-01
2.700000000000000000e+01,3.000268354399999726e-01,5.408470276047646630e-01,3.758077480013622407e-01
2.800000000000000000e+01,2.000268507600000134e-01,5.300116673447400339e-01,3.859574638794642798e-01
2.900000000000000000e+01,1.000268413899999959e-01,5.134104601461482176e-01,3.935863413980094094e-01
3.000000000000000000e+01,2.683236212399999935e-05,4.912084456095283103e-01,3.986138563588985662e-01
3.100000000000000000e+01,7.229410380300000175e-03,4.635755646444836842e-01,4.009551682129969263e-01
3.200000000000000000e+01,1.072250365299999980e-01,4.371785847261707714e-01,4.025743209087500607e-01
3.300000000000000000e+01,2.072048538300000076e-01,4.176180931232356119e-01,4.052887762143101424e-01
3.400000000000000000e+01,3.072026894800000130e-01,4.047009736831305715e-01,4.092537965896371754e-01
3.500000000000000000e+01,4.070036836600000041e-01,3.982309695983972664e-01,4.146260676472267037e-01
3.600000000000000000e+01,4.580326273599999998e-01,3.979979634060288873e-01,4.215549042583933148e-01
3.700000000000000000e+01,3.948193544399999921e-01,4.008582443778981874e-01,4.292478707944359928e-01
3.800000000000000000e+01,3.157940577500000234e-01,3.998065220735087522e-01,4.355813308479726254e-01
3.900000000000000000e+01,2.736777935799999950e-01,3.940085886757184741e-01,4.401730816347579345e-01
4.000000000000000000e+01,2.733999761800000039e-01,3.858459624945829725e-01,4.436386218334712472e-01
4.100000000000000000e+01,3.229238079599999756e-01,3.793248962455708084e-01,4.453626757707064288e-01
4.200000000000000000e+01,3.718095551400000254e-01,3.762592725515565006e-01,4.475350713693266314e-01
4.300000000000000000e+01,3.964148191099999829e-01,3.764971954384397357e-01,4.502421070891775012e-01
4.400000000000000000e+01,3.972636306699999786e-01,3.783408182840959366e-01,4.532271398598100576e-01
4.500000000000000000e+01,3.845239621400000085e-01,3.801811158163865279e-01,4.561949797840460508e-01
