Time,Q1,Q2,T1,T2
794,50.0,100.0,61.794,61.762
796,50.0,100.0,61.826,61.826
798,50.0,100.0,61.826,61.762
800,100.0,100.0,62.148,61.923
802,100.0,100.0,61.826,61.923
804,100.0,100.0,61.826,62.277
806,100.0,100.0,62.148,62.02
808,100.0,100.0,62.471,62.825
810,100.0,100.0,62.793,62.664
812,100.0,100.0,63.115,63.051
814,100.0,100.0,63.438,63.147
816,100.0,100.0,63.76,62.857
818,100.0,100.0,64.146,62.729
820,100.0,100.0,64.533,63.244
822,100.0,100.0,64.727,62.986
824,100.0,100.0,65.049,63.083
826,100.0,100.0,65.597,63.244
828,100.0,100.0,65.726,63.244
830,100.0,100.0,66.016,63.244
832,100.0,100.0,66.596,63.276
834,100.0,100.0,67.047,63.341
836,100.0,100.0,67.917,62.954
838,100.0,100.0,68.271,63.566
840,100.0,100.0,68.594,63.599
842,100.0,100.0,68.916,63.76
844,100.0,100.0,69.561,63.792
846,100.0,100.0,70.205,63.792
848,100.0,100.0,70.785,64.146
850,100.0,100.0,71.172,64.469
852,100.0,100.0,71.494,64.662
854,100.0,100.0,72.042,64.469
856,100.0,100.0,72.461,64.888
858,100.0,100.0,72.783,65.178
860,100.0,100.0,73.105,65.113
862,100.0,100.0,73.653,65.178
864,100.0,100.0,73.75,65.113
866,100.0,100.0,74.072,65.113
868,100.0,100.0,74.395,65.049
870,100.0,100.0,74.813,65.822
872,100.0,100.0,75.361,66.048
874,100.0,100.0,75.78,66.08
876,100.0,100.0,76.296,66.402
878,100.0,100.0,76.65,66.789
880,100.0,100.0,77.198,67.208
882,100.0,100.0,77.617,67.498
884,100.0,100.0,77.939,67.434
886,100.0,100.0,78.262,67.434
888,100.0,100.0,78.584,67.659
890,100.0,100.0,78.906,68.433
892,100.0,100.0,79.229,68.465
894,100.0,100.0,79.551,68.4
896,100.0,100.0,79.873,68.852
898,100.0,100.0,80.034,69.657
900,100.0,45.0,80.356,69.593
902,100.0,45.0,80.518,69.561
904,100.0,45.0,80.84,69.561
906,100.0,45.0,81.162,69.561
908,100.0,45.0,81.484,69.657
910,100.0,45.0,81.807,69.818
912,100.0,45.0,82.064,69.561
914,100.0,45.0,82.129,69.561
916,100.0,45.0,82.451,69.947
918,100.0,45.0,82.741,69.915
920,100.0,45.0,83.063,69.689
922,100.0,45.0,83.096,69.947
924,100.0,45.0,83.257,69.818
926,100.0,45.0,83.418,69.947
928,100.0,45.0,83.74,69.367
930,100.0,45.0,83.547,69.238
932,100.0,45.0,83.418,69.174
934,100.0,45.0,83.74,69.045
936,100.0,45.0,84.063,69.367
938,100.0,45.0,84.32,69.271
940,100.0,45.0,84.385,69.271
942,100.0,45.0,84.481,68.852
944,100.0,45.0,84.707,68.594
946,100.0,45.0,84.997,68.98
948,100.0,45.0,85.029,68.852
950,100.0,45.0,85.255,68.594
952,100.0,45.0,85.352,68.594
954,100.0,45.0,85.352,68.562
956,100.0,45.0,85.674,68.948
958,100.0,45.0,85.674,68.948
960,100.0,45.0,85.738,68.594
962,100.0,45.0,85.996,68.594
964,100.0,45.0,85.996,68.852
966,100.0,45.0,85.932,68.4
968,100.0,45.0,85.996,67.949
970,100.0,45.0,85.996,68.207
972,100.0,45.0,85.996,67.981
974,100.0,45.0,85.738,67.53
976,100.0,45.0,85.996,67.724
978,100.0,45.0,86.318,67.981
980,100.0,45.0,86.318,67.756
982,100.0,45.0,86.318,67.82
984,100.0,45.0,86.318,67.691
986,100.0,45.0,86.318,67.691
988,100.0,45.0,86.351,67.691
990,100.0,45.0,86.447,67.305
992,100.0,45.0,86.641,67.434
994,100.0,45.0,86.802,67.82
996,100.0,45.0,86.931,67.627
998,100.0,45.0,86.641,67.659
1000,0.0,45.0,86.641,66.982
1002,0.0,45.0,86.641,66.692
1004,0.0,45.0,86.641,67.047
1006,0.0,45.0,86.318,67.047
1008,0.0,45.0,85.996,67.079
1010,0.0,45.0,85.674,66.789
1012,0.0,45.0,85.062,66.789
1014,0.0,45.0,84.707,66.66
1016,0.0,45.0,84.063,66.725
1018,0.0,45.0,83.418,66.725
1020,0.0,45.0,82.516,66.596
1022,0.0,45.0,81.807,66.596
1024,0.0,45.0,80.937,66.273
1026,0.0,45.0,80.195,66.112
1028,0.0,45.0,79.454,66.402
1030,0.0,45.0,78.584,66.273
1032,0.0,45.0,77.939,66.145
1034,0.0,45.0,76.973,66.08
1036,0.0,45.0,76.328,65.693
1038,0.0,45.0,75.49,65.629
1040,0.0,45.0,74.717,65.564
1042,0.0,45.0,74.04,65.436
1044,0.0,45.0,73.105,65.242
1046,0.0,45.0,72.171,64.984
1048,0.0,45.0,71.494,64.92
1050,0.0,45.0,70.817,64.791
1052,0.0,45.0,69.947,64.598
1054,0.0,45.0,69.238,64.114
1056,0.0,45.0,68.594,64.082
1058,0.0,45.0,67.82,64.05
1060,0.0,45.0,67.015,63.856
1062,0.0,45.0,66.338,63.631
1064,0.0,45.0,65.693,63.373
1066,0.0,45.0,65.049,63.405
1068,0.0,45.0,64.404,63.115
1070,0.0,45.0,63.76,62.664
1072,0.0,45.0,63.115,62.438
1074,0.0,45.0,62.471,61.762
1076,0.0,45.0,61.826,61.633
1078,0.0,45.0,61.182,61.278
1080,0.0,45.0,60.537,61.278
1082,0.0,45.0,60.215,61.214
1084,0.0,45.0,59.57,61.085
1086,0.0,45.0,59.216,60.924
1088,0.0,45.0,58.604,60.795
1090,0.0,45.0,58.281,60.408
1092,0.0,45.0,57.637,60.344
1094,0.0,45.0,57.121,60.183
1096,0.0,45.0,56.67,59.957
1098,0.0,45.0,56.251,59.764
1100,0.0,0.0,55.703,59.248
1102,0.0,0.0,55.381,58.926
1104,0.0,0.0,54.736,58.604
1106,0.0,0.0,54.414,58.507
1108,0.0,0.0,53.77,58.281
1110,0.0,0.0,53.447,57.959
1112,0.0,0.0,53.125,57.637
1114,0.0,0.0,52.48,56.992
1116,0.0,0.0,52.158,56.67
1118,0.0,0.0,51.836,56.348
1120,0.0,0.0,51.514,56.025
1122,0.0,0.0,51.095,55.703
1124,0.0,0.0,50.644,55.381
1126,0.0,0.0,50.257,54.801
1128,0.0,0.0,49.902,54.414
1130,0.0,0.0,49.58,54.188
1132,0.0,0.0,49.258,53.802
1134,0.0,0.0,48.936,53.447
1136,0.0,0.0,48.42,53.125
1138,0.0,0.0,48.291,52.803
1140,0.0,0.0,47.646,52.19
1142,0.0,0.0,47.324,51.836
1144,0.0,0.0,47.002,51.514
1146,0.0,0.0,46.68,51.191
1148,0.0,0.0,46.357,50.869
1150,0.0,0.0,46.035,50.547
1152,0.0,0.0,45.713,50.225
1154,0.0,0.0,45.391,49.902
1156,0.0,0.0,45.101,49.516
1158,0.0,0.0,44.907,49.129
1160,0.0,0.0,44.682,48.839
1162,0.0,0.0,44.424,48.388
1164,0.0,0.0,44.102,48.065
1166,0.0,0.0,43.779,47.937
1168,0.0,0.0,43.457,47.55
1170,0.0,0.0,43.135,47.292
1172,0.0,0.0,43.038,46.809
1174,0.0,0.0,42.813,46.357
1176,0.0,0.0,42.49,46.035
1178,0.0,0.0,42.168,45.713
1180,0.0,0.0,41.846,45.391
1182,0.0,0.0,41.523,44.843
1184,0.0,0.0,41.201,44.424
1186,0.0,0.0,40.879,44.069
1188,0.0,0.0,40.557,43.779
1190,0.0,0.0,40.557,43.457
1192,0.0,0.0,40.234,43.296
1194,0.0,0.0,40.234,43.135
1196,0.0,0.0,39.912,42.813
1198,0.0,0.0,39.59,42.49
1200,0.0,0.0,39.268,42.168
