Time,Q1,Q2,T1,T2
1694.0,55.0,0.0,63.438,43.264
1696.0,55.0,0.0,63.502,43.135
1698.0,55.0,0.0,63.695,43.103
1700.0,0.0,0.0,63.76,43.135
1702.0,0.0,0.0,63.76,43.135
1704.0,0.0,0.0,63.76,43.135
1706.0,0.0,0.0,63.76,43.103
1708.0,0.0,0.0,63.76,42.974
1710.0,0.0,0.0,63.663,42.845
1712.0,0.0,0.0,63.438,42.813
1714.0,0.0,0.0,63.244,42.813
1716.0,0.0,0.0,63.115,42.813
1718.0,0.0,0.0,62.793,42.813
1720.0,0.0,0.0,62.471,42.813
1722.0,0.0,0.0,62.148,42.813
1724.0,0.0,0.0,61.826,42.813
1726.0,0.0,0.0,61.504,42.813
1728.0,0.0,0.0,61.182,42.78
1730.0,0.0,0.0,60.859,42.619
1732.0,0.0,0.0,60.279,42.49
1734.0,0.0,0.0,59.893,42.49
1736.0,0.0,0.0,59.57,42.49
1738.0,0.0,0.0,59.248,42.49
1740.0,0.0,0.0,58.926,42.458
1742.0,0.0,0.0,58.604,42.168
1744.0,0.0,0.0,57.959,42.168
1746.0,0.0,0.0,57.637,42.168
1748.0,0.0,0.0,57.314,42.168
1750.0,0.0,0.0,56.702,42.104
1752.0,0.0,0.0,56.348,41.846
1754.0,0.0,0.0,56.025,41.846
1756.0,0.0,0.0,55.703,41.846
1758.0,0.0,0.0,55.381,41.846
1760.0,0.0,0.0,54.93,41.588
1762.0,0.0,0.0,54.414,41.523
1764.0,0.0,0.0,54.092,41.523
1766.0,0.0,0.0,53.77,41.523
1768.0,0.0,0.0,53.447,41.201
1770.0,0.0,0.0,53.028,41.201
1772.0,0.0,0.0,52.48,41.137
1774.0,0.0,0.0,52.158,40.879
1776.0,0.0,0.0,51.836,40.879
1778.0,0.0,0.0,51.514,40.686
1780.0,0.0,0.0,51.191,40.557
1782.0,0.0,0.0,50.869,40.557
1784.0,0.0,0.0,50.547,40.428
1786.0,0.0,0.0,50.225,40.234
1788.0,0.0,0.0,49.902,40.234
1790.0,0.0,0.0,49.58,40.234
1792.0,0.0,0.0,49.258,39.977
1794.0,0.0,0.0,48.936,39.912
1796.0,0.0,0.0,48.613,39.912
1798.0,0.0,0.0,48.291,39.912
1800.0,0.0,0.0,48.13,39.59
1802.0,0.0,0.0,47.872,39.59
1804.0,0.0,0.0,47.646,39.461
1806.0,0.0,0.0,47.324,39.268
1808.0,0.0,0.0,47.002,39.268
1810.0,0.0,0.0,46.68,38.978
1812.0,0.0,0.0,46.357,38.945
1814.0,0.0,0.0,46.035,38.945
1816.0,0.0,0.0,45.713,38.752
1818.0,0.0,0.0,45.487,38.623
1820.0,0.0,0.0,45.391,38.623
1822.0,0.0,0.0,45.068,38.526
1824.0,0.0,0.0,44.746,38.301
1826.0,0.0,0.0,44.649,38.301
1828.0,0.0,0.0,44.424,38.301
1830.0,0.0,0.0,44.102,38.043
1832.0,0.0,0.0,43.812,37.979
1834.0,0.0,0.0,43.65,37.979
1836.0,0.0,0.0,43.425,37.785
1838.0,0.0,0.0,43.135,37.656
1840.0,0.0,0.0,42.813,37.656
1842.0,0.0,0.0,42.813,37.656
1844.0,0.0,0.0,42.49,37.398
1846.0,0.0,0.0,42.49,37.334
1848.0,0.0,0.0,42.168,37.334
1850.0,0.0,0.0,41.91,37.334
1852.0,0.0,0.0,41.846,37.012
1854.0,0.0,0.0,41.523,37.012
1856.0,0.0,0.0,41.427,37.012
1858.0,0.0,0.0,41.201,36.883
1860.0,0.0,0.0,40.879,36.689
1862.0,0.0,0.0,40.879,36.689
1864.0,0.0,0.0,40.557,36.657
1866.0,0.0,0.0,40.492,36.367
1868.0,0.0,0.0,40.234,36.367
1870.0,0.0,0.0,39.912,36.367
1872.0,0.0,0.0,39.912,36.077
1874.0,0.0,0.0,39.59,36.045
1876.0,0.0,0.0,39.332,36.045
1878.0,0.0,0.0,39.268,36.045
1880.0,0.0,0.0,39.01,35.723
1882.0,0.0,0.0,38.945,35.723
1884.0,0.0,0.0,38.623,35.723
1886.0,0.0,0.0,38.623,35.594
1888.0,0.0,0.0,38.301,35.4
1890.0,0.0,0.0,38.301,35.4
1892.0,0.0,0.0,37.979,35.4
1894.0,0.0,0.0,37.979,35.11
1896.0,0.0,0.0,37.688,35.078
1898.0,0.0,0.0,37.656,35.078
1900.0,0.0,0.0,37.527,35.078
1902.0,0.0,0.0,37.334,34.853
1904.0,0.0,0.0,37.173,34.756
1906.0,0.0,0.0,37.012,34.756
1908.0,0.0,0.0,36.786,34.756
1910.0,0.0,0.0,36.689,34.434
1912.0,0.0,0.0,36.689,34.434
1914.0,0.0,0.0,36.367,34.434
1916.0,0.0,0.0,36.367,34.401
1918.0,0.0,0.0,36.045,34.111
1920.0,0.0,0.0,36.045,34.111
1922.0,0.0,0.0,35.723,34.111
1924.0,0.0,0.0,35.723,33.95
1926.0,0.0,0.0,35.723,33.789
1928.0,0.0,0.0,35.4,33.789
1930.0,0.0,0.0,35.4,33.789
1932.0,0.0,0.0,35.304,33.628
1934.0,0.0,0.0,35.078,33.467
1936.0,0.0,0.0,35.078,33.467
1938.0,0.0,0.0,35.078,33.467
1940.0,0.0,0.0,34.788,33.467
1942.0,0.0,0.0,34.756,33.306
1944.0,0.0,0.0,34.756,33.145
1946.0,0.0,0.0,34.434,33.145
1948.0,0.0,0.0,34.434,33.145
1950.0,0.0,0.0,34.24,32.919
1952.0,0.0,0.0,34.111,32.822
1954.0,0.0,0.0,34.111,32.822
1956.0,0.0,0.0,33.982,32.822
1958.0,0.0,0.0,33.789,32.661
1960.0,0.0,0.0,33.789,32.5
1962.0,0.0,0.0,33.757,32.5
1964.0,0.0,0.0,33.467,32.5
1966.0,0.0,0.0,33.467,32.5
1968.0,0.0,0.0,33.467,32.371
1970.0,0.0,0.0,33.177,32.178
1972.0,0.0,0.0,33.145,32.178
1974.0,0.0,0.0,33.145,32.178
1976.0,0.0,0.0,33.08,32.146
1978.0,0.0,0.0,32.822,31.855
1980.0,0.0,0.0,32.822,31.855
1982.0,0.0,0.0,32.822,31.855
1984.0,0.0,0.0,32.79,31.855
1986.0,0.0,0.0,32.5,31.855
1988.0,0.0,0.0,32.5,31.662
1990.0,0.0,0.0,32.5,31.533
1992.0,0.0,0.0,32.5,31.533
1994.0,0.0,0.0,32.403,31.533
1996.0,0.0,0.0,32.178,31.533
1998.0,0.0,0.0,32.178,31.533
2000.0,0.0,0.0,32.178,31.275
2002.0,0.0,0.0,31.952,31.211
2004.0,0.0,0.0,31.855,31.211
2006.0,0.0,0.0,31.855,31.211
2008.0,0.0,0.0,31.855,31.211
2010.0,0.0,0.0,31.823,30.921
2012.0,0.0,0.0,31.533,30.889
2014.0,0.0,0.0,31.533,30.889
2016.0,0.0,0.0,31.533,30.889
2018.0,0.0,0.0,31.533,30.889
2020.0,0.0,0.0,31.533,30.856
2022.0,0.0,0.0,31.34,30.631
2024.0,0.0,0.0,31.211,30.566
2026.0,0.0,0.0,31.211,30.566
2028.0,0.0,0.0,31.211,30.566
2030.0,0.0,0.0,30.921,30.309
2032.0,0.0,0.0,30.889,30.244
2034.0,0.0,0.0,30.889,30.244
2036.0,0.0,0.0,30.728,30.244
2038.0,0.0,0.0,30.566,30.212
2040.0,0.0,0.0,30.566,29.922
2042.0,0.0,0.0,30.566,29.922
2044.0,0.0,0.0,30.566,29.922
2046.0,0.0,0.0,30.566,29.922
2048.0,0.0,0.0,30.405,29.922
2050.0,0.0,0.0,30.244,29.922
2052.0,0.0,0.0,30.244,29.89
2054.0,0.0,0.0,30.244,29.922
2056.0,0.0,0.0,30.244,29.632
2058.0,0.0,0.0,30.244,29.6
2060.0,0.0,0.0,30.115,29.6
2062.0,0.0,0.0,30.115,29.6
2064.0,0.0,0.0,29.922,29.6
2066.0,0.0,0.0,29.922,29.6
2068.0,0.0,0.0,29.922,29.567
2070.0,0.0,0.0,29.922,29.374
2072.0,0.0,0.0,29.922,29.277
2074.0,0.0,0.0,29.825,29.277
2076.0,0.0,0.0,29.6,29.277
2078.0,0.0,0.0,29.6,29.277
2080.0,0.0,0.0,29.6,29.277
2082.0,0.0,0.0,29.6,29.277
2084.0,0.0,0.0,29.6,29.052
2086.0,0.0,0.0,29.6,28.955
2088.0,0.0,0.0,29.406,28.955
2090.0,0.0,0.0,29.277,28.955
2092.0,0.0,0.0,29.277,28.955
2094.0,0.0,0.0,29.277,28.955
2096.0,0.0,0.0,29.277,28.955
2098.0,0.0,0.0,29.277,28.891
2100.0,0.0,0.0,29.277,28.697
2102.0,0.0,0.0,29.181,28.665
2104.0,0.0,0.0,29.02,28.633
2106.0,0.0,0.0,28.955,28.633
2108.0,0.0,0.0,28.955,28.633
2110.0,0.0,0.0,28.955,28.633
2112.0,0.0,0.0,28.955,28.633
2114.0,0.0,0.0,28.955,28.633
2116.0,0.0,0.0,28.955,28.375
2118.0,0.0,0.0,28.955,28.375
2120.0,0.0,0.0,28.891,28.311
2122.0,0.0,0.0,28.697,28.311
2124.0,0.0,0.0,28.633,28.311
2126.0,0.0,0.0,28.633,28.311
2128.0,0.0,0.0,28.633,28.311
2130.0,0.0,0.0,28.633,28.311
2132.0,0.0,0.0,28.633,28.311
2134.0,0.0,0.0,28.633,28.311
2136.0,0.0,0.0,28.633,28.117
2138.0,0.0,0.0,28.633,27.988
2140.0,0.0,0.0,28.407,27.988
2142.0,0.0,0.0,28.311,27.988
2144.0,0.0,0.0,28.311,27.988
2146.0,0.0,0.0,28.311,27.988
2148.0,0.0,0.0,28.311,27.988
2150.0,0.0,0.0,28.311,27.988
2152.0,0.0,0.0,28.311,27.956
2154.0,0.0,0.0,28.311,27.795
2156.0,0.0,0.0,28.311,27.698
2158.0,0.0,0.0,28.311,27.666
2160.0,0.0,0.0,28.311,27.666
2162.0,0.0,0.0,28.246,27.666
2164.0,0.0,0.0,28.021,27.666
2166.0,0.0,0.0,28.021,27.666
2168.0,0.0,0.0,27.988,27.666
2170.0,0.0,0.0,27.988,27.666
2172.0,0.0,0.0,27.988,27.666
2174.0,0.0,0.0,27.988,27.602
2176.0,0.0,0.0,27.988,27.505
2178.0,0.0,0.0,27.988,27.376
2180.0,0.0,0.0,27.988,27.344
2182.0,0.0,0.0,27.988,27.344
2184.0,0.0,0.0,27.988,27.344
2186.0,0.0,0.0,27.956,27.344
2188.0,0.0,0.0,27.795,27.344
2190.0,0.0,0.0,27.666,27.344
2192.0,0.0,0.0,27.666,27.344
2194.0,0.0,0.0,27.666,27.344
2196.0,0.0,0.0,27.666,27.344
2198.0,0.0,0.0,27.666,27.344
2200.0,0.0,0.0,27.666,27.344
2202.0,0.0,0.0,27.666,27.183
2204.0,0.0,0.0,27.666,27.118
2206.0,0.0,0.0,27.666,27.021
2208.0,0.0,0.0,27.666,27.021
2210.0,0.0,0.0,27.602,27.021
2212.0,0.0,0.0,27.569,27.021
2214.0,0.0,0.0,27.537,27.021
2216.0,0.0,0.0,27.344,27.021
2218.0,0.0,0.0,27.344,27.021
2220.0,0.0,0.0,27.344,27.021
2222.0,0.0,0.0,27.344,27.021
2224.0,0.0,0.0,27.344,27.021
2226.0,0.0,0.0,27.344,27.021
2228.0,0.0,0.0,27.344,27.021
2230.0,0.0,0.0,27.344,26.957
2232.0,0.0,0.0,27.344,26.925
2234.0,0.0,0.0,27.344,26.699
2236.0,0.0,0.0,27.344,26.731
2238.0,0.0,0.0,27.344,26.699
2240.0,0.0,0.0,27.344,26.699
2242.0,0.0,0.0,27.344,26.699
2244.0,0.0,0.0,27.15,26.699
2246.0,0.0,0.0,27.183,26.699
2248.0,0.0,0.0,27.118,26.699
2250.0,0.0,0.0,27.021,26.699
2252.0,0.0,0.0,27.021,26.699
2254.0,0.0,0.0,27.021,26.699
2256.0,0.0,0.0,27.021,26.699
2258.0,0.0,0.0,27.021,26.699
2260.0,0.0,0.0,27.021,26.699
2262.0,0.0,0.0,27.021,26.635
2264.0,0.0,0.0,27.021,26.538
2266.0,0.0,0.0,27.021,26.538
2268.0,0.0,0.0,27.021,26.377
2270.0,0.0,0.0,27.021,26.377
2272.0,0.0,0.0,27.021,26.377
2274.0,0.0,0.0,27.021,26.377
2276.0,0.0,0.0,27.021,26.377
2278.0,0.0,0.0,27.021,26.377
2280.0,0.0,0.0,27.021,26.377
2282.0,0.0,0.0,27.021,26.377
2284.0,0.0,0.0,26.957,26.377
2286.0,0.0,0.0,26.989,26.377
2288.0,0.0,0.0,26.86,26.377
2290.0,0.0,0.0,26.764,26.377
2292.0,0.0,0.0,26.731,26.377
2294.0,0.0,0.0,26.699,26.345
2296.0,0.0,0.0,26.699,26.345
2298.0,0.0,0.0,26.699,26.313
2300.0,0.0,0.0,26.699,26.184
2302.0,0.0,0.0,26.699,26.087
2304.0,0.0,0.0,26.699,26.055
2306.0,0.0,0.0,26.699,26.055
2308.0,0.0,0.0,26.699,26.055
2310.0,0.0,0.0,26.699,26.055
2312.0,0.0,0.0,26.699,26.055
2314.0,0.0,0.0,26.699,26.055
2316.0,0.0,0.0,26.699,26.055
2318.0,0.0,0.0,26.699,26.055
2320.0,0.0,0.0,26.699,26.055
2322.0,0.0,0.0,26.699,26.055
2324.0,0.0,0.0,26.699,26.055
2326.0,0.0,0.0,26.699,26.022
2328.0,0.0,0.0,26.635,26.022
2330.0,0.0,0.0,26.538,25.99
2332.0,0.0,0.0,26.667,25.894
2334.0,0.0,0.0,26.635,25.797
2336.0,0.0,0.0,26.474,25.829
2338.0,0.0,0.0,26.441,25.732
2340.0,0.0,0.0,26.377,25.732
2342.0,0.0,0.0,26.377,25.732
2344.0,0.0,0.0,26.377,25.732
2346.0,0.0,0.0,26.377,25.732
2348.0,0.0,0.0,26.377,25.732
2350.0,0.0,0.0,26.377,25.732
2352.0,0.0,0.0,26.377,25.732
2354.0,0.0,0.0,26.377,25.732
2356.0,0.0,0.0,26.377,25.732
2358.0,0.0,0.0,26.377,25.732
2360.0,0.0,0.0,26.377,25.732
2362.0,0.0,0.0,26.377,25.732
2364.0,0.0,0.0,26.377,25.732
2366.0,0.0,0.0,26.377,25.732
2368.0,0.0,0.0,26.377,25.668
2370.0,0.0,0.0,26.377,25.7
2372.0,0.0,0.0,26.377,25.668
2374.0,0.0,0.0,26.377,25.636
2376.0,0.0,0.0,26.377,25.636
2378.0,0.0,0.0,26.377,25.442
2380.0,0.0,0.0,26.377,25.442
2382.0,0.0,0.0,26.377,25.41
2384.0,0.0,0.0,26.377,25.41
2386.0,0.0,0.0,26.345,25.41
2388.0,0.0,0.0,26.216,25.41
2390.0,0.0,0.0,26.248,25.41
2392.0,0.0,0.0,26.151,25.41
2394.0,0.0,0.0,26.184,25.41
2396.0,0.0,0.0,26.055,25.41
2398.0,0.0,0.0,26.087,25.41
2400.0,0.0,0.0,26.055,25.41
