Q1,Q2,T1,T2,Tsp1,Tsp2
16.591962821,42.368609237,46.454,46.325,45.0,47.0
16.480796959,42.53287056,46.454,46.357,45.0,47.0
16.370404061,42.649118995,46.454,46.39,45.0,47.0
16.303769354,42.875835516,46.422,46.293,45.0,47.0
16.331854747,43.037512135,46.325,46.325,45.0,47.0
16.427187891,43.533341788,46.261,46.035,45.0,47.0
16.705709426,43.606630459,46.035,46.325,45.0,47.0
16.966374409,44.416560202,46.035,45.713,45.0,47.0
17.149422723,44.916490748,46.035,45.906,45.0,47.0
17.297714646,45.6031231,46.035,45.713,45.0,47.0
17.386559036,45.954461459,46.035,45.938,45.0,47.0
17.441014157,46.197312766,46.035,46.003,45.0,47.0
17.586441443,46.607305277,45.938,45.842,45.0,47.0
17.866420164,47.042995672,45.777,45.777,45.0,47.0
18.136730037,47.157994997,45.713,46.003,45.0,47.0
18.365697187,47.499714147,45.713,45.81,45.0,47.0
18.484191445,47.939539725,45.777,45.713,45.0,47.0
18.488239504,48.116680081,45.842,45.906,45.0,47.0
18.596997303,48.507384321,45.745,45.713,45.0,47.0
18.619124455,48.482037352,45.777,46.035,45.0,47.0
18.612927865,48.154539564,45.777,46.293,45.0,47.0
18.48758497,47.607781606,45.874,46.519,45.0,47.0
18.270090881,47.535178718,46.003,46.196,45.0,47.0
18.046712593,47.448742,46.035,46.229,45.0,47.0
17.846560447,47.267396813,46.035,46.325,45.0,47.0
17.622099011,46.807774992,46.067,46.583,45.0,47.0
17.266291529,46.503734672,46.229,46.519,45.0,47.0
16.830285304,46.260875662,46.357,46.519,45.0,47.0
16.457744215,46.019052753,46.357,46.551,45.0,47.0
16.15269632,46.051379866,46.357,46.357,45.0,47.0
15.904873793,45.816210398,46.325,46.583,45.0,47.0
15.714509051,45.455016715,46.293,46.712,45.0,47.0
15.623237471,45.250604663,46.229,46.615,45.0,47.0
15.520447074,45.353046514,46.261,46.39,45.0,47.0
15.617639833,45.274225257,46.067,46.519,45.0,47.0
15.753297813,45.161699781,46.003,46.551,45.0,47.0
15.810851009,44.834669773,46.035,46.744,45.0,47.0
15.846750649,44.427432218,46.035,46.841,45.0,47.0
16.010176063,44.089853501,45.906,46.809,45.0,47.0
16.268279326,43.617908193,45.777,46.938,45.0,47.0
16.552670193,43.265540726,45.713,46.873,45.0,47.0
16.786633837,42.949629931,45.713,46.873,45.0,47.0
16.973931352,42.587511951,45.713,46.938,45.0,47.0
17.138697497,42.459554844,45.713,46.776,45.0,47.0
17.26399934,42.229091588,45.713,46.873,45.0,47.0
17.364288063,42.023166536,45.713,46.873,45.0,47.0
17.581736147,41.863477296,45.584,46.841,45.0,47.0
17.769079121,41.915726341,45.584,46.68,45.0,47.0
18.011744782,41.795291758,45.487,46.809,45.0,47.0
18.319313958,41.830766396,45.391,46.68,45.0,47.0
18.556781217,41.627762184,45.391,46.873,45.0,47.0
18.746109035,41.325781679,45.391,46.97,45.0,47.0
18.923528739,41.406058669,45.391,46.68,45.0,47.0
19.014940216,41.170606778,45.423,46.938,45.0,47.0
19.130222149,41.072485811,45.391,46.841,45.0,47.0
19.221347353,40.947409206,45.391,46.873,45.0,47.0
19.376636644,41.062030975,45.326,46.68,45.0,47.0
19.589537427,40.920378253,45.229,46.873,45.0,47.0
19.642795074,41.041113217,45.358,46.68,45.0,47.0
19.81433189,41.058692633,45.229,46.744,45.0,47.0
19.965296743,40.087375476,45.165,46.551,45.0,46.0
19.961139486,39.148883167,45.294,46.615,45.0,46.0
20.077360124,38.412270535,45.197,46.519,45.0,46.0
20.204192897,37.550978152,45.165,46.68,45.0,46.0
20.285721643,36.778318324,45.197,46.68,45.0,46.0
20.400447384,36.15740383,45.165,46.615,45.0,46.0
20.301534651,35.659361248,45.358,46.583,45.0,46.0
20.255408448,35.168754228,45.326,46.615,45.0,46.0
20.195478316,34.887348124,45.358,46.486,45.0,46.0
20.120597871,34.794405442,45.391,46.357,45.0,46.0
20.042803104,34.474809745,45.391,46.551,45.0,46.0
19.991833003,34.420726788,45.391,46.357,45.0,46.0
19.946626067,34.371524669,45.391,46.357,45.0,46.0
19.89241025,34.089676007,45.391,46.551,45.0,46.0
19.860566273,34.068994324,45.391,46.357,45.0,46.0
11.703454464,33.622706291,45.391,46.422,35.0,46.0
5.8135389101,33.395555916,45.391,46.325,35.0,46.0
1.9768070089,32.969458613,45.391,46.551,35.0,46.0
0.085944948454,32.813678073,45.294,46.39,35.0,46.0
0.0,32.581262785,45.133,46.486,35.0,46.0
0.0,32.605675775,45.068,46.293,35.0,46.0
0.0,32.651674947,45.068,46.261,35.0,46.0
0.0,32.953435516,45.068,46.035,35.0,46.0
0.0,33.017738421,45.036,46.196,35.0,46.0
0.0,33.06013223,44.746,46.229,35.0,46.0
0.0,33.124116305,44.746,46.196,35.0,46.0
0.0,33.126915721,44.746,46.229,35.0,46.0
0.0,33.589058537,44.456,45.874,35.0,46.0
0.0,33.91722022,44.424,45.938,35.0,46.0
0.0,34.258445187,44.263,45.906,35.0,46.0
0.0,34.80936912,44.102,45.713,35.0,46.0
0.0,35.290930373,44.102,45.713,35.0,46.0
0.0,35.401363734,43.779,46.003,35.0,46.0
0.0,35.763149939,43.779,45.777,35.0,46.0
0.0,36.186859868,43.554,45.713,35.0,46.0
0.0,36.76545266,43.457,45.552,35.0,46.0
0.0,37.353071685,43.457,45.487,35.0,46.0
0.0,37.796341782,43.135,45.584,35.0,46.0
0.0,38.41906984,43.135,45.391,35.0,46.0
0.0,38.996021147,42.941,45.391,35.0,46.0
0.0,39.286705956,42.813,45.584,35.0,46.0
0.0,39.538371683,42.813,45.584,35.0,46.0
0.0,39.84104427,42.49,45.552,35.0,46.0
0.0,40.223593417,42.49,45.455,35.0,46.0
0.0,40.993454561,42.2,45.133,35.0,46.0
0.0,41.372262653,42.136,45.391,35.0,46.0
0.0,41.897795438,41.878,45.262,35.0,46.0
0.0,42.368731352,41.846,45.262,35.0,46.0
0.0,43.058354432,41.588,45.068,35.0,46.0
0.0,43.48535118,41.523,45.229,35.0,46.0
0.0,43.822625307,41.523,45.262,35.0,46.0
0.0,44.481511188,41.201,45.004,35.0,46.0
0.0,44.795395354,41.201,45.229,35.0,46.0
0.0,45.33972654,40.976,45.036,35.0,46.0
0.0,45.643683434,40.879,45.197,35.0,46.0
0.0,46.223979859,40.621,44.972,35.0,46.0
0.0,46.793041484,40.557,44.939,35.0,46.0
0.0,47.183297354,40.557,45.036,35.0,46.0
0.0,47.926549154,40.267,44.746,35.0,46.0
0.0,48.362991749,40.234,44.939,35.0,46.0
0.0,48.874661238,40.202,44.843,35.0,46.0
0.0,49.140048728,39.912,45.036,35.0,46.0
0.0,49.727464331,39.944,44.746,35.0,46.0
0.0,49.916508104,39.848,45.036,35.0,46.0
0.0,50.353462545,39.622,44.843,35.0,46.0
0.0,50.517637805,39.59,45.036,35.0,46.0
0.0,51.029007629,39.525,44.746,35.0,46.0
0.0,51.212946756,39.268,45.004,35.0,46.0
0.0,51.182881848,39.268,45.165,35.0,46.0
0.0,51.040566082,39.268,45.262,35.0,46.0
0.0,51.271764718,38.978,45.004,35.0,46.0
0.0,51.330808177,38.945,45.133,35.0,46.0
0.0,51.386069292,38.945,45.133,35.0,46.0
0.0,51.733119754,38.816,44.907,35.0,46.0
0.0,52.114673912,38.623,44.875,35.0,46.0
0.0,51.791372167,38.623,45.423,35.0,46.0
0.0,51.58246502,38.623,45.358,35.0,46.0
0.0,51.404636785,38.591,45.358,35.0,46.0
0.0,51.285057497,38.333,45.358,35.0,46.0
0.0,51.421520625,38.301,45.165,35.0,46.0
0.0,51.272117811,38.301,45.391,35.0,46.0
0.0,51.180525983,38.301,45.358,35.0,46.0
0.0,51.455989807,38.301,45.068,35.0,46.0
0.0,51.506629823,38.043,45.262,35.0,46.0
0.0,51.563079353,37.979,45.262,35.0,46.0
0.0,51.892942086,37.979,45.036,35.0,46.0
0.0,52.153597484,37.979,45.068,35.0,46.0
0.0,52.079952098,37.946,45.326,35.0,46.0
0.0,52.235683303,37.785,45.165,35.0,46.0
0.0,52.078814925,37.688,45.423,35.0,46.0
0.0,52.378269978,37.656,45.068,35.0,46.0
0.0,52.219011438,37.656,45.423,35.0,46.0
0.0,52.200805188,37.624,45.326,35.0,46.0
0.0,51.988288563,37.656,45.487,35.0,46.0
0.0,51.966989472,37.592,45.358,35.0,46.0
0.0,51.634745633,37.334,45.648,35.0,46.0
0.0,51.298848791,37.334,45.681,35.0,46.0
0.0,51.238130881,37.334,45.487,35.0,46.0
0.0,50.990946311,37.334,45.648,35.0,46.0
0.0,50.714649896,37.173,45.713,35.0,46.0
0.0,50.526932538,37.044,45.681,35.0,46.0
0.0,50.602497537,37.012,45.487,35.0,46.0
0.0,50.436395473,37.012,45.681,35.0,46.0
0.0,50.65151562,36.947,45.391,35.0,46.0
0.0,50.72616638,36.979,45.487,35.0,46.0
0.0,50.946817317,36.722,45.391,35.0,46.0
0.0,50.797723294,36.689,45.681,35.0,46.0
0.0,51.019124432,36.689,45.391,35.0,46.0
0.0,50.9860944,36.689,45.584,35.0,46.0
0.0,50.839236688,36.689,45.681,35.0,46.0
0.0,50.647440786,36.528,45.745,35.0,46.0
0.0,50.787339648,36.367,45.487,35.0,46.0
0.0,50.683752954,36.367,45.681,35.0,46.0
0.0,50.830541624,36.367,45.487,35.0,46.0
0.0,50.772809474,36.367,45.648,35.0,46.0
0.0,50.998429447,36.367,45.423,35.0,46.0
0.0,50.815148169,36.367,45.745,35.0,46.0
0.0,50.653345151,36.367,45.745,35.0,46.0
0.039725420679,50.932415647,36.238,45.391,35.0,46.0
0.19094137578,51.134854255,36.109,45.423,35.0,46.0
0.34969447997,50.959847111,36.045,45.713,35.0,46.0
0.48233802361,50.960713134,36.045,45.584,35.0,46.0
0.58939712389,51.083203895,36.045,45.487,35.0,46.0
0.65339397958,50.961582246,36.045,45.681,35.0,46.0
0.71807672115,51.207459762,36.045,45.391,35.0,46.0
0.73453481202,51.004780007,36.045,45.745,35.0,46.0
0.79656132298,51.212303993,36.013,45.423,35.0,46.0
0.8528472347,51.088243972,35.98,45.681,35.0,46.0
0.98589492519,50.85123671,35.884,45.777,35.0,46.0
1.2264601229,50.625719286,35.755,45.777,35.0,46.0
1.4528260622,50.380398801,35.723,45.81,35.0,46.0
1.6393783002,50.20073011,35.723,45.777,35.0,46.0
1.789882482,50.040860801,35.723,45.777,35.0,46.0
1.910166504,49.898959714,35.723,45.777,35.0,46.0
2.0250520126,50.125414639,35.723,45.487,35.0,46.0
2.0930779814,50.019551555,35.723,45.745,35.0,46.0
2.1637793152,50.277686496,35.723,45.455,35.0,46.0
2.2631526333,50.193532931,35.658,45.713,35.0,46.0
2.574430052,50.05280612,35.433,45.745,35.0,46.0
2.8537437535,50.355771199,35.433,45.391,35.0,46.0
3.0712586743,50.512495923,35.433,45.487,35.0,46.0
3.266634469,50.413750092,35.4,45.681,35.0,46.0
3.4459950037,50.677339488,35.4,45.391,35.0,46.0
3.5813856625,50.800713891,35.4,45.487,35.0,46.0
3.6947923558,51.029467621,35.4,45.391,35.0,46.0
3.7624975504,50.886643902,35.4,45.681,35.0,46.0
3.8164773954,50.76035486,35.4,45.681,35.0,46.0
3.8727730088,50.886405236,35.4,45.487,35.0,46.0
3.9210019991,51.120631821,35.4,45.391,35.0,46.0
3.9431329899,51.139870033,35.4,45.552,35.0,46.0
3.9485110933,51.004193598,35.4,45.681,35.0,46.0
3.9511621596,50.88652403,35.4,45.681,35.0,46.0
3.9536690025,50.825469592,35.4,45.648,35.0,46.0
3.9507717494,50.735129849,35.4,45.681,35.0,46.0
3.9459318164,50.658218679,35.4,45.681,35.0,46.0
3.9393619253,50.593508424,35.4,45.681,35.0,46.0
3.9444833697,50.775004276,35.4,45.487,35.0,46.0
3.9295210375,50.707739862,35.4,45.681,35.0,46.0
3.9274474646,50.885904957,35.4,45.487,35.0,46.0
3.9006654488,51.32842601,35.433,45.262,35.0,46.0
3.9416600763,51.802446236,35.368,45.197,35.0,46.0
4.0394276327,52.341363515,35.304,45.101,35.0,46.0
4.0048160652,52.76359644,35.4,45.165,35.0,46.0
3.9539136939,52.913997035,35.4,45.358,35.0,46.0
4.0200628791,53.277335777,35.304,45.165,35.0,46.0
3.9660463657,53.621664554,35.4,45.165,35.0,46.0
3.9002374776,53.703144727,35.4,45.358,35.0,46.0
3.8473216021,53.899348905,35.4,45.262,35.0,46.0
3.8244280937,53.963124009,35.368,45.358,35.0,46.0
3.7674059096,54.030522715,35.4,45.358,35.0,46.0
3.7135667482,54.058371757,35.4,45.391,35.0,46.0
3.6762711511,54.287003368,35.4,45.229,35.0,46.0
3.6210326008,54.187205896,35.4,45.487,35.0,46.0
3.5838131391,54.298746734,35.4,45.326,35.0,46.0
3.5503918847,54.445961377,35.4,45.294,35.0,46.0
3.4750806859,53.842485383,35.4,45.906,35.0,46.0
3.417326371,53.933575622,35.433,45.391,35.0,46.0
3.3866824675,53.787299037,35.4,45.584,35.0,46.0
3.3724539564,53.894768259,35.4,45.391,35.0,46.0
3.11817517,54.026124952,35.626,45.391,35.0,46.0
2.8787860356,53.762393537,35.626,45.713,35.0,46.0
2.6461711552,53.576550491,35.658,45.681,35.0,46.0
2.456711307,53.536990844,35.658,45.584,35.0,46.0
2.271523435,53.709509257,35.69,45.423,35.0,46.0
2.0570481731,53.564446207,35.723,45.681,35.0,46.0
1.9223127201,53.672681381,35.69,45.487,35.0,46.0
1.7894512456,53.543376996,35.69,45.681,35.0,46.0
1.6743966453,53.433147207,35.69,45.681,35.0,46.0
1.6503289938,53.489942654,35.626,45.552,35.0,46.0
1.6170076205,53.430461985,35.626,45.648,35.0,46.0
1.4799526043,53.353328672,35.723,45.681,35.0,46.0
1.3678066392,53.408439072,35.723,45.584,35.0,46.0
1.2805769728,53.699024263,35.723,45.391,35.0,46.0
1.1911260645,53.850546455,35.723,45.487,35.0,46.0
1.1144884458,54.108723852,35.723,45.391,35.0,46.0
1.0187197025,53.956807739,35.723,45.713,35.0,46.0
0.92320206539,53.629746579,35.723,45.874,35.0,46.0
17.817615824,53.897047418,35.723,45.81,51.0,48.0
31.906022947,54.19761781,35.723,45.584,51.0,48.0
43.721807092,53.828791217,35.723,45.906,51.0,48.0
53.746789115,53.37570474,35.658,45.842,51.0,48.0
62.148995187,52.815141989,35.723,45.842,51.0,48.0
69.232122398,52.025493305,35.755,45.971,51.0,48.0
75.139351973,51.377322514,35.884,45.842,51.0,48.0
80.019828458,50.6085385,36.045,45.938,51.0,48.0
83.917224704,49.83956605,36.335,45.971,51.0,48.0
87.191089705,49.499562095,36.464,45.648,51.0,48.0
89.801353127,48.903442682,36.689,45.874,51.0,48.0
91.772683434,48.332129461,37.012,45.906,51.0,48.0
93.223511301,47.990452726,37.334,45.777,51.0,48.0
94.185017306,47.555066367,37.688,45.906,51.0,48.0
94.474730759,47.230258441,38.301,45.906,51.0,48.0
94.522988456,47.253336985,38.623,45.681,51.0,48.0
93.997384659,47.205041635,39.268,45.81,51.0,48.0
93.227098016,47.623651464,39.719,45.487,51.0,48.0
92.104962007,47.854287117,40.267,45.681,51.0,48.0
90.6475774,48.396621112,40.879,45.487,51.0,48.0
88.979320311,48.785190871,41.395,45.648,51.0,48.0
87.235991853,49.65419215,41.846,45.294,51.0,48.0
85.181360615,50.358340982,42.49,45.455,51.0,48.0
82.881605795,51.229098976,43.135,45.358,51.0,48.0
80.432053863,52.130712985,43.715,45.358,51.0,48.0
78.11381417,53.464145377,44.069,45.004,51.0,48.0
75.786215781,54.492072438,44.488,45.229,51.0,48.0
73.314477042,55.846899927,45.068,44.972,51.0,48.0
70.610900287,56.885532837,45.713,45.229,51.0,48.0
67.742510616,58.148198128,46.357,45.068,51.0,48.0
64.728057877,59.027436634,46.97,45.391,51.0,48.0
61.526988777,59.609868311,47.646,45.681,51.0,48.0
58.368524242,60.457345506,48.162,45.52,51.0,48.0
55.227979316,60.798613801,48.646,45.971,51.0,48.0
51.993428277,61.12753956,49.258,46.067,51.0,48.0
48.979236158,61.373598162,49.58,46.196,51.0,48.0
45.824257006,61.932722945,50.225,46.035,51.0,48.0
42.866082374,62.423220496,50.547,46.132,51.0,48.0
40.049124017,62.536425519,50.869,46.486,51.0,48.0
37.384503538,62.893327379,51.191,46.357,51.0,48.0
34.81486473,63.038179121,51.514,46.583,51.0,48.0
32.308903889,62.71522696,51.836,47.034,51.0,48.0
29.887663099,62.478244641,52.158,47.066,51.0,48.0
27.491485889,62.204932952,52.513,47.195,51.0,48.0
25.168167385,61.653659204,52.803,47.518,51.0,48.0
22.887613975,61.129478054,53.125,47.614,51.0,48.0
20.942373162,60.55381948,53.157,47.743,51.0,48.0
19.004783222,59.996390221,53.447,47.84,51.0,48.0
17.343809478,58.832065643,53.447,48.42,51.0,48.0
15.66620001,58.08894302,53.737,48.227,51.0,48.0
14.27195331,57.653495302,53.737,48.065,51.0,48.0
13.040726712,56.944646266,53.77,48.355,51.0,48.0
11.989282965,56.096756777,53.77,48.549,51.0,48.0
11.091068175,55.161286114,53.77,48.71,51.0,48.0
10.338805463,54.45659207,53.77,48.613,51.0,48.0
9.6378531574,53.373767434,53.802,49.0,51.0,48.0
9.071076189,52.290766847,53.77,49.097,51.0,48.0
8.5800463752,51.171778981,53.77,49.226,51.0,48.0
8.1959804884,50.169821674,53.737,49.226,51.0,48.0
7.8210103912,49.123932313,53.77,49.354,51.0,48.0
7.5929234688,48.058179811,53.673,49.451,51.0,48.0
7.6565413768,46.952455758,53.415,49.548,51.0,48.0
7.656973388,45.801832034,53.447,49.677,51.0,48.0
7.7438114371,44.634166991,53.351,49.773,51.0,48.0
8.0481866645,43.589182615,53.125,49.741,51.0,48.0
8.3177843427,42.479035228,53.093,49.87,51.0,48.0
8.7465706228,41.56283708,52.899,49.773,51.0,48.0
9.1220853121,40.603901737,52.867,49.87,51.0,48.0
9.843995485,39.835664699,52.48,49.741,51.0,48.0
10.427705958,38.969306775,52.48,49.87,51.0,48.0
11.214026162,38.13440027,52.19,49.87,51.0,48.0
11.891029484,37.239976977,52.158,49.967,51.0,48.0
12.660416205,36.468323126,51.965,49.902,51.0,48.0
13.422895489,35.540338652,51.836,50.063,51.0,48.0
14.071767839,34.914894686,51.836,49.87,51.0,48.0
14.946653307,34.252234149,51.514,49.902,51.0,48.0
15.660544615,33.394243784,51.514,50.096,51.0,48.0
16.613898957,32.831402124,51.191,49.87,51.0,48.0
17.395166268,32.06399299,51.191,50.063,51.0,48.0
18.244704115,31.755230266,51.03,49.709,51.0,48.0
19.114701052,31.314207665,50.869,49.806,51.0,48.0
19.852915172,31.083327457,50.869,49.645,51.0,48.0
20.799088327,30.655012509,50.547,49.773,51.0,48.0
21.591355772,30.239609518,50.547,49.773,51.0,48.0
22.332885733,29.946332112,50.482,49.677,51.0,48.0
23.239622354,29.860333814,50.225,49.483,51.0,48.0
23.989486944,29.597735276,50.225,49.612,51.0,48.0
24.974745372,29.527908695,49.902,49.419,51.0,48.0
26.142150208,29.435586084,49.58,49.387,51.0,48.0
27.138552507,29.59307945,49.58,49.161,51.0,48.0
27.980707108,29.781739206,49.58,49.097,51.0,48.0
29.025973909,29.844956729,49.258,49.129,51.0,48.0
29.92847418,30.261916391,49.258,48.807,51.0,48.0
30.728250047,30.723017518,49.226,48.71,51.0,48.0
31.713320527,31.193570443,48.936,48.613,51.0,48.0
32.557143825,31.861866015,48.936,48.388,51.0,48.0
33.276410162,32.593683644,48.936,48.259,51.0,48.0
33.875541006,33.112221717,48.936,48.355,51.0,48.0
34.46640793,33.783564344,48.871,48.162,51.0,48.0
34.89879392,34.376591555,48.936,48.162,51.0,48.0
35.284524212,35.165784082,48.936,47.937,51.0,48.0
35.608988234,35.783865245,48.936,48.001,51.0,48.0
35.90001472,36.521133751,48.936,47.84,51.0,48.0
36.15103096,37.172934944,48.936,47.84,51.0,48.0
36.37870388,37.904629747,48.936,47.711,51.0,48.0
36.581744407,38.632440489,48.936,47.646,51.0,48.0
36.523145985,39.305866908,49.161,47.646,51.0,48.0
36.381980879,39.918931808,49.258,47.646,51.0,48.0
36.269056352,40.389788447,49.258,47.711,51.0,48.0
36.115937777,40.780596327,49.322,47.743,51.0,48.0
35.828382863,41.11231315,49.483,47.775,51.0,48.0
35.505215482,41.540744767,49.58,47.679,51.0,48.0
35.254333671,42.086124389,49.58,47.55,51.0,48.0
35.034751338,42.266494222,49.58,47.808,51.0,48.0
34.643446392,42.770259329,49.806,47.55,51.0,48.0
34.224028976,43.241150236,49.902,47.55,51.0,48.0
33.878406016,43.631438003,49.902,47.582,51.0,48.0
33.425322942,43.968538049,50.063,47.614,51.0,48.0
32.921259861,44.332988888,50.192,47.582,51.0,48.0
32.476329279,44.750852445,50.225,47.518,51.0,48.0
32.115921387,45.25234538,50.225,47.421,51.0,48.0
31.63504292,45.495826153,50.386,47.614,51.0,48.0
31.072231926,45.780752148,50.547,47.582,51.0,48.0
30.620149248,46.281755704,50.547,47.389,51.0,48.0
30.247348423,46.82094742,50.547,47.324,51.0,48.0
29.924191327,47.118440853,50.547,47.485,51.0,48.0
29.65184471,47.313799529,50.547,47.55,51.0,48.0
29.308008346,47.195034918,50.644,47.808,51.0,48.0
28.869984731,47.311169923,50.805,47.646,51.0,48.0
28.443062485,47.47255625,50.869,47.614,51.0,48.0
28.072898271,47.352811853,50.869,47.84,51.0,48.0
27.781990793,47.488219311,50.869,47.646,51.0,48.0
27.527156889,47.382975006,50.869,47.84,51.0,48.0
27.316183564,47.254954034,50.869,47.872,51.0,48.0
27.148759971,47.223468315,50.869,47.808,51.0,48.0
27.009604608,47.161484495,50.869,47.84,51.0,48.0
26.89857721,47.148740009,50.869,47.808,51.0,48.0
26.805900793,47.102446455,50.869,47.84,51.0,48.0
26.764662447,47.060160271,50.837,47.84,51.0,48.0
26.683437147,46.755721216,50.869,48.065,51.0,48.0
26.623754309,46.522746936,50.869,48.033,51.0,48.0
26.585480972,46.432796417,50.869,47.937,51.0,48.0
26.574638964,46.077344238,50.837,48.162,51.0,48.0
26.538072384,45.76201798,50.869,48.162,51.0,48.0
26.513645129,45.480237366,50.869,48.162,51.0,48.0
26.579152626,45.454312758,50.805,47.969,51.0,48.0
26.733302403,45.341944732,50.708,48.033,51.0,48.0
26.964901011,45.187759602,50.611,48.065,51.0,48.0
27.222996777,44.920268199,50.547,48.162,51.0,48.0
27.457993568,44.909425302,50.547,47.969,51.0,48.0
27.646705144,44.701332212,50.547,48.13,51.0,48.0
27.801337618,44.353472435,50.547,48.259,51.0,48.0
27.943125351,44.11646882,50.547,48.194,51.0,48.0
28.086104292,44.212769349,50.547,47.937,51.0,48.0
28.190358799,43.985662115,50.547,48.194,51.0,48.0
28.277299815,43.659965341,50.547,48.291,51.0,48.0
28.362584322,43.44259153,50.547,48.227,51.0,48.0
28.404884417,43.210251089,50.579,48.259,51.0,48.0
28.436247651,42.803903149,50.579,48.42,51.0,48.0
28.498671073,42.31456914,50.547,48.517,51.0,48.0
28.572362005,42.068455733,50.547,48.355,51.0,48.0
28.634712036,41.727192061,50.547,48.452,51.0,48.0
28.672641212,41.615662545,50.579,48.291,51.0,48.0
28.723659584,41.157502553,50.547,48.581,51.0,48.0
28.680630357,40.870352233,50.644,48.484,51.0,48.0
28.619234793,40.614554315,50.676,48.484,51.0,48.0
28.672485535,40.291689644,50.579,48.549,51.0,48.0
27.596920739,31.884704216,50.837,48.581,51.0,40.0
27.042650968,24.73983225,50.611,48.355,51.0,40.0
26.365888918,18.640813135,50.869,48.388,51.0,40.0
25.946649325,13.502464773,50.772,48.388,51.0,40.0
25.645621782,9.3048903158,50.772,48.291,51.0,40.0
25.347215335,5.9410960361,50.837,48.291,51.0,40.0
25.243547137,3.353727368,50.708,48.291,51.0,40.0
25.160468748,1.5224198679,50.708,48.291,51.0,40.0
25.056492468,0.41581225075,50.74,48.291,51.0,40.0
25.00346353,0.0,50.708,48.259,51.0,40.0
24.893611997,0.0,50.805,48.033,51.0,40.0
24.844526432,0.0,50.772,47.937,51.0,40.0
24.91879438,0.0,50.644,47.969,51.0,40.0
25.087041043,0.0,50.579,47.711,51.0,40.0
25.262527468,0.0,50.547,47.646,51.0,40.0
25.405147622,0.0,50.547,47.614,51.0,40.0
25.604081637,0.0,50.515,47.324,51.0,40.0
25.72731617,0.0,50.547,47.324,51.0,40.0
25.883921163,0.0,50.547,47.002,51.0,40.0
26.00568548,0.0,50.547,47.002,51.0,40.0
26.161474708,0.0,50.547,46.68,51.0,40.0
26.283135358,0.0,50.547,46.68,51.0,40.0
26.740377976,0.0,50.257,46.357,51.0,40.0
27.209248199,0.0,50.225,46.035,51.0,40.0
27.650583014,0.0,50.225,45.745,51.0,40.0
28.087009159,0.0,50.16,45.713,51.0,40.0
28.575453593,0.0,50.096,45.391,51.0,40.0
28.878885015,0.0,50.192,45.391,51.0,40.0
29.245755628,0.0,50.128,45.133,51.0,40.0
29.534196581,0.0,50.16,45.036,51.0,40.0
29.733262864,0.0,50.192,45.068,51.0,40.0
29.992999526,0.0,50.16,44.746,51.0,40.0
30.140333971,0.0,50.225,44.746,51.0,40.0
30.268154231,0.0,50.225,44.714,51.0,40.0
30.429746778,0.0,50.225,44.424,51.0,40.0
30.575830286,0.0,50.225,44.359,51.0,40.0
30.74671787,0.0,50.225,44.102,51.0,40.0
30.894881946,0.0,50.225,44.069,51.0,40.0
16.449643557,0.0,50.225,44.102,31.0,40.0
6.7241418335,0.0,50.225,43.779,31.0,40.0
1.3219956206,0.0,50.225,43.779,31.0,40.0
0.0,0.0,50.225,43.521,31.0,40.0
0.0,0.0,50.225,43.457,31.0,40.0
0.0,0.0,50.225,43.457,31.0,40.0
0.0,0.0,50.225,43.135,31.0,40.0
0.0,0.0,50.063,43.135,31.0,40.0
0.0,0.0,49.902,42.974,31.0,40.0
0.0,0.0,49.902,42.813,31.0,40.0
0.0,0.0,49.58,42.813,31.0,40.0
0.0,0.0,49.58,42.619,31.0,40.0
0.0,0.0,49.258,42.49,31.0,40.0
0.0,0.0,48.936,42.49,31.0,40.0
0.0,0.0,48.936,42.168,31.0,40.0
0.0,0.0,48.613,42.168,31.0,40.0
0.0,0.0,48.613,42.136,31.0,40.0
0.0,0.0,48.291,41.846,31.0,40.0
0.0,0.0,47.969,41.846,31.0,40.0
0.0,0.0,47.904,41.749,31.0,40.0
0.0,0.16812425299,47.646,41.523,31.0,40.0
0.0,0.32808304749,47.324,41.523,31.0,40.0
0.0,0.63652985701,47.002,41.395,31.0,40.0
0.0,1.1597335688,46.68,41.201,31.0,40.0
0.0,1.5938701984,46.68,41.201,31.0,40.0
0.0,2.3471191309,46.357,40.911,31.0,40.0
0.0,3.0737468316,46.035,40.879,31.0,40.0
0.0,3.6794544985,45.842,40.911,31.0,40.0
0.0,4.6397797129,45.713,40.557,31.0,40.0
0.0,5.5155546102,45.391,40.557,31.0,40.0
0.0,6.345842145,45.133,40.524,31.0,40.0
0.0,7.4234423053,45.068,40.234,31.0,40.0
0.0,8.4068210071,44.746,40.234,31.0,40.0
0.0,9.5018838254,44.424,40.073,31.0,40.0
0.0,10.685682373,44.198,39.912,31.0,40.0
0.0,11.616660798,44.102,40.009,31.0,40.0
0.0,12.786320385,43.779,39.751,31.0,40.0
0.0,13.922417002,43.554,39.687,31.0,40.0
0.0,14.931985646,43.457,39.687,31.0,40.0
0.0,15.86108374,43.135,39.687,31.0,40.0
0.0,17.203324058,43.006,39.268,31.0,40.0
0.0,18.299161827,42.813,39.364,31.0,40.0
0.0,19.416025098,42.555,39.268,31.0,40.0
0.0,20.293084057,42.49,39.364,31.0,40.0
0.0,21.579348454,42.168,38.978,31.0,40.0
0.0,22.541222504,42.039,39.139,31.0,40.0
0.0,23.534120294,41.846,39.042,31.0,40.0
