Q1,Q2,T1,T2,Tsp1,Tsp2
0.0,24.339518719,41.523,39.139,31.0,40.0
0.0,25.407806749,41.491,38.849,31.0,40.0
0.0,26.396855576,41.201,38.849,31.0,40.0
0.0,27.358907542,40.879,38.816,31.0,40.0
0.0,28.21728949,40.847,38.816,31.0,40.0
0.0,29.175753588,40.557,38.688,31.0,40.0
0.0,30.153313401,40.234,38.623,31.0,40.0
0.0,30.944211847,40.234,38.688,31.0,40.0
0.0,32.086977129,39.912,38.365,31.0,40.0
0.0,32.950940791,39.912,38.494,31.0,40.0
0.0,33.997007236,39.622,38.301,31.0,40.0
0.0,34.706602346,39.558,38.494,31.0,40.0
0.0,35.184064214,39.268,38.655,31.0,40.0
0.0,36.042782018,39.268,38.301,31.0,40.0
0.0,36.728255642,39.042,38.397,31.0,40.0
0.0,37.237307167,38.945,38.494,31.0,40.0
0.0,37.694235538,38.945,38.494,31.0,40.0
0.0,38.386066538,38.623,38.301,31.0,40.0
0.0,38.655024823,38.623,38.591,31.0,40.0
0.0,39.097852486,38.591,38.43,31.0,40.0
0.0,39.329477089,38.397,38.591,31.0,40.0
0.0,39.671127941,38.301,38.494,31.0,40.0
0.0,39.470171039,38.301,38.913,31.0,40.0
0.0,39.572577801,37.979,38.72,31.0,40.0
0.0,39.473183216,37.979,38.881,31.0,40.0
0.0,39.742455495,37.688,38.623,31.0,40.0
0.0,39.75791146,37.656,38.816,31.0,40.0
0.0,39.792349203,37.527,38.816,31.0,40.0
0.0,39.854536946,37.334,38.816,31.0,40.0
0.0,39.953066402,37.334,38.784,31.0,40.0
0.0,40.203216984,37.044,38.688,31.0,40.0
0.0,40.043294562,37.012,39.01,31.0,40.0
0.0,39.986357984,36.979,38.945,31.0,40.0
0.0,39.901556305,36.689,39.01,31.0,40.0
0.0,39.908415631,36.689,38.945,31.0,40.0
0.0,39.722234297,36.689,39.106,31.0,40.0
0.0,39.732515087,36.561,38.978,31.0,40.0
0.0,39.459897886,36.367,39.235,31.0,40.0
0.0,39.335023185,36.367,39.139,31.0,40.0
0.0,38.913686105,36.367,39.396,31.0,40.0
0.0,38.38065285,36.367,39.525,31.0,40.0
0.0,38.024744923,36.077,39.461,31.0,40.0
0.0,37.713394881,36.045,39.461,31.0,40.0
0.0,37.554778381,36.045,39.364,31.0,40.0
0.0,37.296547504,36.045,39.461,31.0,40.0
0.0,37.098021832,35.819,39.461,31.0,40.0
0.0,37.049148357,35.755,39.364,31.0,40.0
0.0,36.578267376,35.723,39.719,31.0,40.0
0.0,36.077702476,35.723,39.783,31.0,40.0
0.0,35.66929391,35.723,39.751,31.0,40.0
0.0,35.383819195,35.433,39.719,31.0,40.0
0.0,35.054889888,35.4,39.783,31.0,40.0
0.0,34.876710316,35.4,39.687,31.0,40.0
0.0,34.599906258,35.4,39.783,31.0,40.0
0.0,34.433628735,35.368,39.719,31.0,40.0
0.0,34.477429957,35.11,39.59,31.0,40.0
0.0,34.363209808,35.078,39.719,31.0,40.0
0.0,34.101565726,35.078,39.848,31.0,40.0
0.0,33.669131412,35.078,40.009,31.0,40.0
0.0,33.40703559,35.014,39.912,31.0,40.0
0.0,32.963172686,34.82,40.105,31.0,40.0
0.0,32.807195777,34.756,39.912,31.0,40.0
0.0,32.469950084,34.756,40.073,31.0,40.0
0.0,32.242423302,34.756,40.009,31.0,40.0
0.0,31.923908487,34.724,40.105,31.0,40.0
0.0,31.635162801,34.724,40.105,31.0,40.0
0.0,25.810390418,34.563,40.105,31.0,35.0
0.0,20.851360037,34.434,39.912,31.0,35.0
0.0,16.480587513,34.434,40.009,31.0,35.0
0.0,12.711833448,34.434,40.009,31.0,35.0
0.0,9.5452191518,34.434,39.912,31.0,35.0
0.0,6.8411310373,34.434,40.009,31.0,35.0
0.0,4.6547877457,34.434,39.912,31.0,35.0
0.0,2.9268401524,34.176,39.88,31.0,35.0
0.0,1.6693165795,34.111,39.622,31.0,35.0
0.0,0.77205058075,34.111,39.59,31.0,35.0
0.0,0.22023545789,34.111,39.59,31.0,35.0
0.0,0.0,34.111,39.59,31.0,35.0
0.0,0.0,34.079,39.525,31.0,35.0
0.0,0.0,33.821,39.268,31.0,35.0
0.0,0.0,33.789,39.268,31.0,35.0
0.0,0.0,33.789,39.268,31.0,35.0
0.0,0.0,33.789,38.945,31.0,35.0
0.0,0.53933692501,33.789,36.947,31.0,35.0
0.0,0.14278222955,33.757,38.945,31.0,35.0
0.0,0.0,33.531,38.623,31.0,35.0
0.0,0.0,33.467,38.623,31.0,35.0
0.0,0.0,33.467,38.623,31.0,35.0
0.0,0.0,33.467,38.301,31.0,35.0
0.0,0.0,33.435,38.301,31.0,35.0
0.0,0.0,33.273,37.979,31.0,35.0
0.0,0.0,33.145,37.979,31.0,35.0
0.0,0.0,33.145,37.721,31.0,35.0
0.0,0.0,33.145,37.656,31.0,35.0
0.0,0.0,32.822,37.592,31.0,35.0
0.0,0.0,32.822,37.334,31.0,35.0
0.0,0.0,32.822,37.302,31.0,35.0
0.0,0.23164436625,32.822,37.012,31.0,35.0
0.0,0.41552428598,32.822,37.012,31.0,35.0
0.0,0.84501069683,32.726,36.786,31.0,35.0
0.0,1.3538395886,32.5,36.689,31.0,35.0
0.0,1.7876968293,32.5,36.689,31.0,35.0
0.0,2.5472289245,32.5,36.367,31.0,35.0
0.0,3.2074764332,32.5,36.367,31.0,35.0
0.0,3.8554458114,32.5,36.303,31.0,35.0
0.0,4.612177478,32.5,36.142,31.0,35.0
0.0,5.4057490567,32.339,36.045,31.0,35.0
0.0,6.4871765064,32.178,35.723,31.0,35.0
0.0,7.4450457719,32.178,35.723,31.0,35.0
0.0,8.6044211143,32.178,35.465,31.0,35.0
0.0,9.7123824899,32.178,35.4,31.0,35.0
0.022085114586,10.881977391,32.081,35.239,31.0,35.0
0.25531860445,11.972757116,31.855,35.175,31.0,35.0
0.42587770419,12.978979066,31.855,35.143,31.0,35.0
0.56466015209,14.223409871,31.855,34.853,31.0,35.0
0.65423155035,15.332886857,31.855,34.853,31.0,35.0
0.7067341494,16.361349779,31.855,34.82,31.0,35.0
0.78109361607,17.627136626,31.823,34.53,31.0,35.0
1.1289133025,18.841195719,31.533,34.434,31.0,35.0
27.926325811,18.584469439,31.533,34.53,57.0,35.0
49.610955436,18.237381779,31.533,34.369,57.0,35.0
66.90539915,17.868574077,31.533,34.176,57.0,35.0
80.25088952,17.473223919,31.565,34.079,57.0,35.0
90.028433451,17.049872626,31.533,34.047,57.0,35.0
96.404892296,16.502407694,31.791,34.111,57.0,35.0
99.683644801,16.073830287,31.823,34.047,57.0,35.0
100.0,15.825594806,32.113,33.918,57.0,35.0
100.0,15.62927925,32.468,33.886,57.0,35.0
100.0,15.527070792,32.822,33.821,57.0,35.0
100.0,15.39270282,33.145,33.854,57.0,35.0
100.0,15.223818372,33.789,33.854,57.0,35.0
100.0,15.068941904,34.111,33.854,57.0,35.0
100.0,14.921057582,34.756,33.821,57.0,35.0
100.0,14.82134751,35.368,33.757,57.0,35.0
100.0,14.538001996,35.916,33.886,57.0,35.0
100.0,14.417273412,36.367,33.757,57.0,35.0
100.0,14.258430884,37.012,33.757,57.0,35.0
100.0,14.3007205,37.656,33.563,57.0,35.0
100.0,14.207705868,38.301,33.628,57.0,35.0
100.0,13.835607822,38.945,33.821,57.0,35.0
100.0,13.605702063,39.59,33.692,57.0,35.0
100.0,13.24477969,40.396,33.757,57.0,35.0
100.0,12.725726697,41.201,33.854,57.0,35.0
100.0,12.245854897,41.846,33.821,57.0,35.0
100.0,11.763060083,42.49,33.821,57.0,35.0
100.0,11.048455744,43.135,34.015,57.0,35.0
100.0,10.212522917,44.102,34.144,57.0,35.0
100.0,9.5622249585,44.746,34.079,57.0,35.0
100.0,9.1159314749,45.52,34.015,57.0,35.0
99.522524676,8.6141274711,46.325,34.176,57.0,35.0
98.50970593,7.9386420372,47.002,34.434,57.0,35.0
97.103547609,7.4640142109,47.646,34.401,57.0,35.0
95.350303532,6.9814993742,48.291,34.53,57.0,35.0
93.306997685,6.5736889913,48.936,34.595,57.0,35.0
91.046307926,6.1562519867,49.548,34.724,57.0,35.0
88.60583626,5.8506529566,50.16,34.756,57.0,35.0
86.114314219,5.7145630686,50.676,34.724,57.0,35.0
83.567072186,5.6151102267,51.191,34.788,57.0,35.0
80.822376006,5.4078791135,51.836,34.981,57.0,35.0
77.919533948,5.2609844865,52.48,35.046,57.0,35.0
75.00220326,4.9617287612,52.996,35.271,57.0,35.0
72.168333034,5.0628509903,53.447,35.046,57.0,35.0
69.225096455,4.9540079415,54.027,35.304,57.0,35.0
66.404950041,4.8668075318,54.414,35.368,57.0,35.0
63.442997728,4.7862952772,55.026,35.465,57.0,35.0
60.642353695,4.9163018081,55.381,35.368,57.0,35.0
57.973791629,4.7223338353,55.703,35.69,57.0,35.0
55.431040997,4.5052475001,56.025,35.787,57.0,35.0
52.899106848,4.4736812797,56.444,35.723,57.0,35.0
50.451339396,4.2460380812,56.767,35.948,57.0,35.0
48.077467983,3.9167498812,57.089,36.109,57.0,35.0
45.77210992,3.6504009914,57.411,36.142,57.0,35.0
43.625213287,3.5078403171,57.637,36.109,57.0,35.0
41.522462442,3.2063681824,57.927,36.303,57.0,35.0
39.43106273,2.9211222189,58.249,36.367,57.0,35.0
37.65555134,2.6930642575,58.281,36.367,57.0,35.0
35.856857331,2.348005649,58.571,36.528,57.0,35.0
34.309497908,1.8643046414,58.604,36.689,57.0,35.0
32.682019965,1.5604838588,58.926,36.625,57.0,35.0
31.316654698,1.2643072843,58.926,36.657,57.0,35.0
30.146603746,0.89260293979,58.926,36.818,57.0,35.0
29.095504329,0.54627649231,58.958,36.979,57.0,35.0
28.105273379,0.29046463975,59.055,36.979,57.0,35.0
27.058060215,0.11489513936,59.248,37.012,57.0,35.0
26.201469431,0.019464694996,59.216,37.012,57.0,35.0
25.397557407,0.0,59.248,37.205,57.0,35.0
24.923153867,0.0,59.022,37.302,57.0,35.0
24.599762182,0.0,58.926,37.334,57.0,35.0
24.309544736,0.0,58.926,37.334,57.0,35.0
24.047168876,0.0,58.926,37.334,57.0,35.0
23.875221618,0.0,58.861,37.334,57.0,35.0
23.965148904,0.0,58.604,37.398,57.0,35.0
23.994158594,0.0,58.604,37.527,57.0,35.0
23.9800914,0.0,58.604,37.624,57.0,35.0
24.244498973,0.0,58.313,37.656,57.0,35.0
24.478257909,0.0,58.281,37.656,57.0,35.0
24.760889398,0.0,58.185,37.624,57.0,35.0
25.206903457,0.0,57.959,37.656,57.0,35.0
25.895501869,0.0,57.637,37.656,57.0,35.0
26.453536771,0.0,57.637,37.656,57.0,35.0
27.045094128,0.0,57.508,37.624,57.0,35.0
27.719877941,0.0,57.314,37.656,57.0,35.0
28.536707018,0.0,57.057,37.656,57.0,35.0
29.274102661,0.0,56.992,37.656,57.0,35.0
30.213849384,0.0,56.67,37.656,57.0,35.0
31.022080293,0.0,56.638,37.656,57.0,35.0
31.978188707,0.0,56.348,37.721,57.0,35.0
32.782473211,0.0,56.348,37.656,57.0,35.0
33.805594563,0.0,55.993,37.721,57.0,35.0
34.647664835,0.0,56.025,37.592,57.0,35.0
35.564466172,0.0,55.8,37.688,57.0,35.0
36.417163508,0.0,55.703,37.753,57.0,35.0
37.276718537,0.0,55.574,37.688,57.0,35.0
38.196714665,0.0,55.381,37.688,57.0,35.0
38.968167411,0.0,55.381,37.688,57.0,35.0
39.957791291,0.0,55.059,37.656,57.0,35.0
41.090047159,0.0,54.769,37.656,57.0,35.0
42.076915416,0.0,54.736,37.656,57.0,35.0
43.02079163,0.0,54.672,37.431,57.0,35.0
44.099759407,0.0,54.414,37.366,57.0,35.0
45.018357112,0.0,54.414,37.334,57.0,35.0
45.799371078,0.0,54.414,37.334,57.0,35.0
46.532782153,0.0,54.35,37.334,57.0,35.0
47.160704258,0.0,54.35,37.334,57.0,35.0
47.635252128,0.0,54.414,37.334,57.0,35.0
48.048884008,0.0,54.414,37.334,57.0,35.0
48.417968595,0.0,54.414,37.302,57.0,35.0
48.604000395,0.0,54.543,37.334,57.0,35.0
48.617135581,0.0,54.704,37.302,57.0,35.0
48.640267362,0.0,54.704,37.334,57.0,35.0
48.677110999,0.0,54.704,37.334,57.0,35.0
48.692148253,0.0,54.736,37.334,57.0,35.0
48.722172574,0.0,54.736,37.334,57.0,35.0
48.770650514,0.0,54.736,37.302,57.0,35.0
48.771904262,0.0,54.736,37.592,57.0,35.0
48.840277286,0.0,54.736,37.334,57.0,35.0
48.914040954,0.0,54.736,37.334,57.0,35.0
48.901985426,0.0,54.769,37.624,57.0,35.0
48.944583318,0.0,54.801,37.27,57.0,35.0
48.783947469,0.0,54.994,37.334,57.0,35.0
48.739536744,0.0,54.93,37.302,57.0,35.0
48.678575963,0.0,54.962,37.334,57.0,35.0
48.577218011,0.0,55.026,37.334,57.0,35.0
48.480254495,0.0,55.059,37.302,57.0,35.0
48.414496873,0.0,55.059,37.302,57.0,35.0
48.368242902,0.0,55.059,37.334,57.0,35.0
48.25097606,0.0,55.155,37.302,57.0,35.0
47.927203133,0.0,55.381,37.334,57.0,35.0
47.671551725,0.0,55.381,37.334,57.0,35.0
47.477335543,0.0,55.381,37.302,57.0,35.0
47.32788903,0.0,55.381,37.302,57.0,35.0
47.215529807,0.0,55.381,37.302,57.0,35.0
47.088246791,0.0,55.413,37.366,57.0,35.0
47.000241485,0.0,55.413,37.334,57.0,35.0
46.703925982,0.0,55.639,37.334,57.0,35.0
46.402188341,0.0,55.703,37.334,57.0,35.0
46.187834852,0.0,55.671,37.366,57.0,35.0
45.997971142,0.0,55.703,37.302,57.0,35.0
45.84299033,0.0,55.703,37.334,57.0,35.0
45.722955706,0.0,55.703,37.334,57.0,35.0
45.537435573,0.0,55.8,37.302,57.0,35.0
45.31286253,0.0,55.864,37.366,57.0,35.0
44.029049067,0.0,55.993,37.366,57.0,30.0
42.955157845,0.0,55.993,37.431,57.0,30.0
42.035197181,0.0,56.025,37.398,57.0,30.0
41.270226734,0.0,56.025,37.398,57.0,30.0
40.626820934,0.0,56.025,37.431,57.0,30.0
40.078292936,0.0,56.025,37.495,57.0,30.0
39.657439234,0.0,56.025,37.302,57.0,30.0
39.255134325,0.0,56.025,37.56,57.0,30.0
38.918337853,0.0,56.025,37.56,57.0,30.0
38.622951604,0.0,56.025,37.624,57.0,30.0
27.466019977,0.0,56.025,37.56,46.0,30.0
18.53513849,0.0,56.025,37.592,46.0,30.0
11.520558621,0.0,56.025,37.656,46.0,30.0
6.2799387059,0.0,56.025,37.656,46.0,30.0
2.6741706272,0.0,56.025,37.656,46.0,30.0
0.64069600146,0.0,55.735,37.656,46.0,30.0
0.0,0.0,55.703,37.656,46.0,30.0
0.0,0.0,55.703,37.656,46.0,30.0
0.0,0.0,55.381,37.656,46.0,30.0
0.0,0.0,55.381,37.656,46.0,30.0
0.0,0.0,55.059,37.656,46.0,30.0
0.0,0.0,54.736,37.656,46.0,30.0
0.0,0.0,54.704,37.656,46.0,30.0
0.0,0.0,54.414,37.656,46.0,30.0
0.0,0.0,54.092,37.656,46.0,30.0
0.0,0.0,53.77,37.656,46.0,30.0
0.0,0.0,53.447,37.656,46.0,30.0
0.0,0.0,53.351,37.656,46.0,30.0
0.0,0.0,53.125,37.656,46.0,30.0
0.0,0.0,52.803,37.656,46.0,30.0
0.0,0.0,52.48,37.624,46.0,30.0
0.0,0.0,52.158,37.495,46.0,30.0
0.0,0.0,52.126,37.463,46.0,30.0
0.0,0.0,51.836,37.398,46.0,30.0
0.0,0.0,51.32,37.334,46.0,30.0
0.0,0.0,51.063,37.334,46.0,30.0
0.0,0.0,50.547,37.334,46.0,30.0
0.0,0.0,50.225,37.334,46.0,30.0
0.0,0.0,49.902,37.334,46.0,30.0
0.024062320802,0.0,49.58,37.205,46.0,30.0
0.33539215994,0.0,49.29,37.012,46.0,30.0
0.60826227347,0.0,49.226,37.044,46.0,30.0
1.097971568,0.0,48.936,37.012,46.0,30.0
1.7969907756,0.0,48.613,37.012,46.0,30.0
2.6711360221,0.0,48.291,37.012,46.0,30.0
3.6933474038,0.0,47.969,37.012,46.0,30.0
4.8421956685,0.0,47.646,37.012,46.0,30.0
6.0835578206,0.0,47.356,36.915,46.0,30.0
7.4832486295,0.0,47.002,36.754,46.0,30.0
8.9322899159,0.0,46.712,36.689,46.0,30.0
10.412846336,0.0,46.422,36.689,46.0,30.0
11.755269947,0.0,46.293,36.689,46.0,30.0
13.12533367,0.0,46.035,36.657,46.0,30.0
14.574015229,0.0,45.713,36.689,46.0,30.0
16.147692328,0.0,45.391,36.432,46.0,30.0
17.489322427,0.0,45.358,36.367,46.0,30.0
18.895326584,0.0,45.068,36.367,46.0,30.0
20.356214437,0.0,44.778,36.367,46.0,30.0
21.597985402,0.0,44.746,36.367,46.0,30.0
22.983669305,0.0,44.456,36.077,46.0,30.0
24.172419834,0.0,44.424,36.045,46.0,30.0
25.49477862,0.0,44.102,36.045,46.0,30.0
26.852782122,0.0,43.908,35.755,46.0,30.0
28.132026195,0.0,43.779,35.69,46.0,30.0
29.201449974,0.0,43.779,35.69,46.0,30.0
30.310409736,0.0,43.586,35.626,46.0,30.0
31.418093833,0.0,43.457,35.4,46.0,30.0
32.348894496,0.0,43.457,35.4,46.0,30.0
33.134070808,0.0,43.457,35.4,46.0,30.0
33.823679242,0.0,43.457,35.271,46.0,30.0
34.446719629,0.0,43.457,35.078,46.0,30.0
34.977454716,0.0,43.457,35.078,46.0,30.0
35.431956622,0.0,43.457,35.078,46.0,30.0
35.796360601,0.0,43.489,35.046,46.0,30.0
35.973016678,0.0,43.618,35.078,46.0,30.0
35.972714749,0.0,43.779,35.046,46.0,30.0
35.997921375,0.0,43.779,34.981,46.0,30.0
36.037150307,0.0,43.779,34.949,46.0,30.0
36.113162361,0.0,43.779,34.788,46.0,30.0
36.200964917,0.0,43.779,34.724,46.0,30.0
36.252078133,0.0,43.812,34.724,46.0,30.0
35.999940812,0.0,44.102,34.756,46.0,30.0
35.8022081,0.0,44.102,34.756,46.0,30.0
35.654189183,0.0,44.102,34.724,46.0,30.0
35.368078295,0.0,44.263,34.756,46.0,30.0
34.979322395,0.0,44.424,34.724,46.0,30.0
34.683625004,0.0,44.424,34.627,46.0,30.0
34.184053817,0.0,44.682,34.595,46.0,30.0
33.71592988,0.0,44.746,34.563,46.0,30.0
33.338817679,0.0,44.746,34.53,46.0,30.0
33.049114053,0.0,44.746,34.434,46.0,30.0
32.479262518,0.0,45.068,34.434,46.0,30.0
32.010117612,0.0,45.068,34.434,46.0,30.0
31.48877786,0.0,45.197,34.434,46.0,30.0
30.930324398,0.0,45.326,34.401,46.0,30.0
30.393300267,0.0,45.391,34.434,46.0,30.0
29.946792336,0.0,45.391,34.434,46.0,30.0
29.575275062,0.0,45.391,34.434,46.0,30.0
29.265586055,0.0,45.391,34.434,46.0,30.0
28.940878431,0.0,45.455,34.434,46.0,30.0
28.435346947,0.0,45.681,34.434,46.0,30.0
27.979906746,0.0,45.713,34.434,46.0,30.0
27.604255526,0.0,45.713,34.401,46.0,30.0
27.263148418,0.0,45.713,34.53,46.0,30.0
26.994282059,0.0,45.713,34.434,46.0,30.0
26.766507658,0.0,45.713,34.434,46.0,30.0
26.579290274,0.0,45.713,34.401,46.0,30.0
26.419219712,0.0,45.713,34.401,46.0,30.0
26.193495148,0.0,45.81,34.337,46.0,30.0
25.794806181,0.0,46.003,34.369,46.0,30.0
25.418548453,0.0,46.035,34.401,46.0,30.0
25.11773524,0.0,46.035,34.305,46.0,30.0
24.900309303,0.0,46.003,34.272,46.0,30.0
24.64791695,0.0,46.035,34.434,46.0,30.0
24.529071744,0.0,45.971,34.272,46.0,30.0
24.441534903,0.0,45.971,34.176,46.0,30.0
24.429361298,0.0,45.906,34.176,46.0,30.0
24.491516488,0.0,45.842,34.111,46.0,30.0
24.670642015,0.0,45.713,34.111,46.0,30.0
24.813855553,0.0,45.713,34.111,46.0,30.0
24.934165428,0.0,45.713,34.079,46.0,30.0
25.023006465,0.0,45.713,34.111,46.0,30.0
25.092088095,0.0,45.713,34.111,46.0,30.0
25.144748192,0.0,45.713,34.111,46.0,30.0
25.183818956,0.0,45.713,34.111,46.0,30.0
25.211635104,0.0,45.713,34.111,46.0,30.0
25.263319823,0.0,45.681,34.111,46.0,30.0
25.602641086,0.0,45.391,34.111,46.0,30.0
25.859849647,0.0,45.423,34.047,46.0,30.0
25.96026576,0.0,45.52,34.111,46.0,30.0
26.191595552,0.0,45.391,34.015,46.0,30.0
26.446676351,0.0,45.358,33.854,46.0,30.0
26.635145639,0.0,45.391,33.789,46.0,30.0
26.721491259,0.0,45.391,34.144,46.0,30.0
26.860650267,0.0,45.391,33.789,46.0,30.0
26.974570931,0.0,45.391,33.789,46.0,30.0
27.068050254,0.0,45.391,33.789,46.0,30.0
27.156915771,0.0,45.391,33.725,46.0,30.0
27.210867051,0.0,45.391,33.821,46.0,30.0
27.260982703,0.0,45.391,33.789,46.0,30.0
27.301539318,0.0,45.391,33.789,46.0,30.0
27.340394694,0.0,45.391,33.757,46.0,30.0
27.365436031,0.0,45.391,33.789,46.0,30.0
27.352131448,0.0,45.423,33.789,46.0,30.0
27.37334696,0.0,45.391,33.789,46.0,30.0
27.389676222,0.0,45.391,33.789,46.0,30.0
27.402297644,0.0,45.391,33.789,46.0,30.0
27.418066824,0.0,45.391,33.757,46.0,30.0
27.4490601,0.0,45.391,33.66,46.0,30.0
27.467737845,0.0,45.391,33.692,46.0,30.0
27.476095949,0.0,45.391,33.725,46.0,30.0
27.436533198,0.0,45.423,33.789,46.0,30.0
27.369570494,0.0,45.455,33.789,46.0,30.0
27.251591199,0.0,45.52,33.757,46.0,30.0
26.978914485,0.0,45.681,33.789,46.0,30.0
26.717120617,0.0,45.713,33.789,46.0,30.0
26.529706724,0.0,45.681,33.789,46.0,30.0
26.337541075,0.0,45.713,33.789,46.0,30.0
26.174660178,0.0,45.713,33.789,46.0,30.0
26.048195546,0.0,45.713,33.725,46.0,30.0
25.927239275,0.0,45.713,33.789,46.0,30.0
25.829424426,0.0,45.713,33.757,46.0,30.0
25.738284498,0.0,45.713,33.789,46.0,30.0
25.658903245,0.0,45.713,33.789,46.0,30.0
25.595439609,0.0,45.713,33.757,46.0,30.0
25.532734757,0.0,45.713,33.789,46.0,30.0
25.476885494,0.0,45.713,33.789,46.0,30.0
25.426703474,0.0,45.713,33.789,46.0,30.0
25.381173883,0.0,45.713,33.789,46.0,30.0
25.339514461,0.0,45.713,33.789,46.0,30.0
25.334241426,0.0,45.681,33.789,46.0,30.0
25.366636936,0.0,45.648,33.757,46.0,30.0
25.456228353,0.0,45.584,33.757,46.0,30.0
25.521192227,0.0,45.584,33.789,46.0,30.0
25.545303263,0.0,45.616,33.757,46.0,30.0
25.652473404,0.0,45.487,33.982,46.0,30.0
25.842364213,0.0,45.423,33.789,46.0,30.0
27.388878249,12.582738242,45.455,33.757,46.0,44.0
28.439460728,23.847668166,45.52,33.821,46.0,44.0
29.20055913,34.060628122,45.487,33.725,46.0,44.0
29.617550537,43.060292935,45.552,33.886,46.0,44.0
29.818134207,51.287167807,45.584,33.789,46.0,44.0
29.796623231,58.485484276,45.648,33.982,46.0,44.0
29.646052666,64.919147871,45.681,34.047,46.0,44.0
29.433862055,70.672056083,45.681,34.111,46.0,44.0
29.14232731,75.692856657,45.713,34.272,46.0,44.0
28.95672846,79.97811763,45.584,34.498,46.0,44.0
28.933649913,83.563817336,45.391,34.756,46.0,44.0
28.946954932,87.018705135,45.391,34.401,46.0,44.0
28.915400177,89.946246804,45.391,34.563,46.0,44.0
28.741328819,92.372239227,45.487,34.788,46.0,44.0
28.380530589,94.344367206,45.648,35.046,46.0,44.0
27.966013875,95.833585949,45.681,35.497,46.0,44.0
27.542050713,96.990983023,45.713,35.787,46.0,44.0
27.169632953,97.917740361,45.713,35.948,46.0,44.0
26.829964158,98.462374946,45.713,36.271,46.0,44.0
18.071974378,99.036858865,45.713,36.142,37.0,44.0
11.198047685,99.32952898,45.777,36.561,37.0,44.0
6.0972798339,99.476172078,45.713,36.786,37.0,44.0
2.5281951649,99.173636607,45.971,37.205,37.0,44.0
0.51461451083,98.709095408,46.035,37.431,37.0,44.0
0.0,97.385992134,46.035,38.236,37.0,44.0
0.0,96.458000184,46.035,38.075,37.0,44.0
0.0,94.716152395,45.938,38.881,37.0,44.0
0.0,93.160948372,45.713,38.945,37.0,44.0
0.0,91.074829141,45.713,39.558,37.0,44.0
0.0,89.373691794,45.713,39.461,37.0,44.0
0.0,86.60030835,45.455,40.557,37.0,44.0
0.0,83.893499841,45.391,40.782,37.0,44.0
0.0,81.636759149,45.358,40.686,37.0,44.0
0.0,78.865579865,45.133,41.362,37.0,44.0
0.0,76.626379519,45.068,41.201,37.0,44.0
0.0,73.984214943,44.843,41.781,37.0,44.0
0.0,71.584524671,44.746,41.846,37.0,44.0
0.0,69.089456193,44.649,42.168,37.0,44.0
0.0,66.915397137,44.424,42.168,37.0,44.0
0.0,64.289196208,44.424,42.748,37.0,44.0
0.0,61.654522227,44.359,43.006,37.0,44.0
0.0,58.961249495,44.102,43.328,37.0,44.0
0.0,56.254152555,44.102,43.586,37.0,44.0
0.0,53.568872571,43.844,43.844,37.0,44.0
0.0,50.952840482,43.779,44.037,37.0,44.0
0.0,48.780329888,43.779,43.908,37.0,44.0
0.0,46.30140478,43.457,44.392,37.0,44.0
0.0,44.088131343,43.457,44.392,37.0,44.0
0.0,41.884337342,43.135,44.617,37.0,44.0
0.0,39.953633659,43.135,44.585,37.0,44.0
0.0,38.088716358,43.006,44.714,37.0,44.0
0.0,36.171787736,42.813,44.939,37.0,44.0
0.0,34.217130541,42.813,45.133,37.0,44.0
0.0,32.383073436,42.555,45.229,37.0,44.0
0.0,30.823924026,42.49,45.165,37.0,44.0
0.0,29.468037513,42.168,45.165,37.0,44.0
0.0,28.286232786,42.168,45.133,37.0,44.0
0.0,27.148372399,41.846,45.229,37.0,44.0
0.0,25.922561687,41.846,45.391,37.0,44.0
0.0,24.742696408,41.523,45.487,37.0,44.0
0.0,23.910750397,41.523,45.294,37.0,44.0
0.0,23.042963525,41.201,45.423,37.0,44.0
0.0,22.174721402,41.201,45.487,37.0,44.0
0.0,21.555111099,41.104,45.358,37.0,44.0
0.0,21.293520093,40.879,45.133,37.0,44.0
0.0,21.00715568,40.879,45.165,37.0,44.0
0.0,20.890496381,40.621,45.068,37.0,44.0
0.0,20.662812039,40.557,45.165,37.0,44.0
0.0,20.464458204,40.396,45.165,37.0,44.0
0.0,20.681515625,40.234,44.843,37.0,44.0
0.0,20.865273783,40.234,44.843,37.0,44.0
0.0,21.021983815,40.17,44.843,37.0,44.0
0.0,21.155457297,39.912,44.843,37.0,44.0
0.0,21.580796825,39.912,44.585,37.0,44.0
0.0,21.91413335,39.848,44.617,37.0,44.0
0.03506507487,22.300643379,39.59,44.521,37.0,44.0
0.048729339287,22.916840139,39.59,44.295,37.0,44.0
0.37184558029,23.544641152,39.268,44.198,37.0,44.0
0.62054428326,24.334300841,39.268,44.005,37.0,44.0
1.0810515412,25.279051621,39.01,43.779,37.0,44.0
1.4952314235,26.070871762,38.945,43.812,37.0,44.0
1.8329315566,27.203249112,38.945,43.457,37.0,44.0
2.4132899028,28.098344905,38.623,43.521,37.0,44.0
2.8711983859,29.009070882,38.623,43.425,37.0,44.0
3.2208269189,29.781435928,38.623,43.457,37.0,44.0
3.5247291755,30.583926833,38.591,43.36,37.0,44.0
3.7928667688,31.454777105,38.559,43.231,37.0,44.0
4.2282263414,32.246993341,38.333,43.199,37.0,44.0
4.5958832324,32.912663502,38.301,43.231,37.0,44.0
4.8879723894,33.663359365,38.301,43.103,37.0,44.0
